date,text,sentiment_score,sentiment_label,contribute_words
2000-06-08 10:17:00,Check out NP Gen & Load.  (aMW),"[0.12607786059379578, 0.12328968197107315, 0.22483830153942108, 0.2679557204246521, 0.2578384280204773]",3,"check, np, &"
2000-06-06 05:27:00,---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 12:27 PM ---------------------------   			From:  <PERSON> 10:26 AM	To: <PERSON>/ECT@ECTcc:  <PERSON>: <URL>       All the gas reports are under west deskCall Brian Hoskins for a password,"[0.28028157353401184, 0.18437205255031586, 0.16132909059524536, 0.19750699400901794, 0.17651024460792542]",0,"for, on, forward"
2000-06-06 05:27:00,---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------   			From:  <PERSON> 10:26 AM	To: <PERSON>/ECT@ECTcc:  <PERSON>: <URL>       All the gas reports are under west deskCall Brian Hoskins for a password,"[0.2610887587070465, 0.18961353600025177, 0.17398446798324585, 0.2054205685853958, 0.1698928028345108]",0,"for, on, forward"
2000-06-06 05:26:00,<URL>       All the gas reports are under west deskCall Brian Hoskins for a password,"[0.31506893038749695, 0.19078977406024933, 0.21432402729988098, 0.15865570306777954, 0.12116158753633499]",0,"for, all, are"
2000-06-05 04:59:00,"Felix,Network: login pallen pw ke7davisNotes: pw synergiMy location is 3210B.<PERSON>","[0.19756998121738434, 0.1576484888792038, 0.2685793936252594, 0.21926794946193695, 0.15693417191505432]",2,"felix, is, ,"
2000-12-13 06:06:00,"Transwestern Pipeline Co. posted new notice(s) since our last check at <DATE_TIME> <DATE_TIME>, the newest notice looks like: Capacity <IN_PAN>, <DATE_TIME>, <DATE_TIME>, <DATE_TIME>  8:59AM, 2237, Allocation - SOCAL NEEDLESPlease click the following to go to the web site for detail.<URL>=60","[0.25292184948921204, 0.18478038907051086, 0.19478492438793182, 0.20035171508789062, 0.16716115176677704]",0,"posted, since, new"
2000-06-02 08:37:00,"<PERSON>, Click on this attachment to see the format to record expenses.  You can keep a log on paper or on the computer.  The computer would be better for sending me updates.  What do you think about being open until <DATE_TIME> on <DATE_TIME>.  This might be more convenient for collecting rent and showing open apartments.We can adjust office <DATE_TIME> on <DATE_TIME>.<PERSON>","[0.08002075552940369, 0.2170303463935852, 0.3994961082935333, 0.23366683721542358, 0.0697859451174736]",2,"would, might, ."
2000-06-02 03:37:00,"<PERSON>, I will respond to the offer on <DATE_TIME>.  There is a $35 Million expansion adding 250 jobs in <LOCATION>.  I am tempted to hold for $3000/acre.  Owner financing would still work.   Do you have an opinion?<PERSON>","[0.18368785083293915, 0.19547788798809052, 0.257480651140213, 0.2377113252878189, 0.12564228475093842]",2,"respond, would, will"
2000-05-31 10:01:00,"Al,I was glad to hear from you.  I hope we can put the past behind us.  Sounds like you have been busy.  Congratulations on the new baby.  Judging from your email all is well with you.   That's great.  We did have another girl in <DATE_TIME>, (<PERSON>).  Three is it for us.  What's your target?  The other two are doing well.  <PERSON>, T-ball, and bike riding keeps them busy.  They could use some of Cole's coordination.My fitness program is not as intense as yours right now.  I am just on maintenance.  You will be surprised to hear that <PERSON> is a fanatical cyclist.  We have been riding to work twice a week for <DATE_TIME>.  He never misses, rain or shine.  Sometimes we even hit the trails in <LOCATION> on <DATE_TIME>.   Mountain biking is not as hard as a 50 mile trip on the road.  I would like to dust off my road bike and go for a ride some <DATE_TIME>.I would like to hear more about your new job.  Maybe we could grab lunch sometime.  Phillip","[0.01862337626516819, 0.064647376537323, 0.21105359494686127, 0.4651339650154114, 0.2405417263507843]",3,"al, not, phillip"
2000-05-30 06:32:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 01:32 PM ---------------------------   			From:  <PERSON><DATE_TIME> 09:18 AM	To: <PERSON>/ECT@ECTcc:  Subject: Transport p&lPhillip--I've noticed one thing on your <DATE_TIME> transport p&l that looks strange to me.  Remember that I do not know the Northwest at all, so this may not be an issue, but I'll point it out and let you decide.  Let me know if this is <PERSON> as is, so I'll know to ignore it in the future.  Also, if you want me to get with <PERSON> and the <PERSON> people to change the mapping, let me know and I'll take care of it..On PG&E NW, it appears that <PERSON> is mapped to a <PERSON> curve instead of a <PERSON> curve, resulting in a total transport loss of $235,019.   (If the mapping were changed, it should just <IN_PAN> p&l--not change your overall p&l.)  Maybe there is a reason for this mapping or maybe it affects something else somewhere that I am not seeing, but anyway, here are the Deal #'s, paths and p&l impacts of each.  <US_DRIVER_LICENSE>  From <PERSON> to <LOCATION>     ($182,030)  <DATE_TIME> From <PERSON> to PGEN/Tuscarora   ($    4,024)  <DATE_TIME>  From <PERSON> to PGEN Malin    ($    8,271)  <US_DRIVER_LICENSE>  From <PERSON> to <LOCATION>     ($  38,705)  <DATE_TIME> From <PERSON> to Stanfield    ($     1,988) Suggested fix:  Change PGEN Kingsgate mapping from GDP-Malin Citygate to GDP<IN_PAN>. <LOCATION> storage--this is really a FYI more than anything else--I see five different tickets in <LOCATION> for <LOCATION> <IN_PAN>one appears to be for withdrawals and the other four are <IN_PAN>.  <PERSON> is valued as a Questar curve, which is substantially below NWPL points.  What this means is that any time you are injecting gas, these tickets will show transport losses; each time you are withdrawing, you will show big gains on transport.  I'm not sure of the best way to handle this since we don't really have a <IN_PAN> <PERSON> way of handling storage deals.  In an ideal world, it seems that you would map it the way you have it <DATE_TIME>, but during injection times, the transport cost would pass through as storage costs.  <LOCATION>, here's the detail on the tickets just for your info, plus I noticed <DATE_TIME> where it appears we were both withdrawing and injecting from <LOCATION>.  There may be an operational reason why this occurred that I'm not aware of, and the dollar impact is very small, but I thought I'd bring it to your attention just in case there's something you want to do about it.  The columns below show the volumes under each ticket and the p&L <IN_PAN> with each.  Deal #  <US_DRIVER_LICENSE>                  <DATE_TIME>         <DATE_TIME><US_DRIVER_LICENSE>P&L  $29,503                ($15,960)                ($3,199)          ($2,769)   ($273)Rec:   Ques/Clay Basin/0184   NWPL/Opal 543  NWPL/Opal   Sumas      NWPL/S of Gr RvrDel:   NWPL/S of Green River/Clay   Ques/Clay Basin/0852   Ques/Clay Basin/0852   Ques/Clay Basin    Ques/Clay Basin1        329       8,7382     1,5003         2,974    11,3624         6,741    12,349       1,4395       19,052          3,1839            33313  30,863       2,68014  30,451    15  35,226    16         6,979              235 17  17,464     18    9,294     20  10,796          77121  17,930     22  10,667     23       14,415          9,07625  23,934       8,69526     3,284     27         1,97628     1,751     29     1,591     30  20,242     ","[0.2695842385292053, 0.26310473680496216, 0.18449600040912628, 0.18489843606948853, 0.09791659563779831]",0,"total, forward, from"
2000-05-26 07:19:00,"<PERSON>,If we add both balances together the total is $1,140.  I can spread it over 6 or <DATE_TIME>.  <DATE_TIME> payout would be $190/month.  <DATE_TIME> payout would be $95/month.  Your choice.  I would like it if you could work 5/hrs each <DATE_TIME> for <DATE_TIME>.  Does $10/hr sound fair?  We can apply it to the loan.<PERSON>","[0.3777908384799957, 0.2948257327079773, 0.21724200248718262, 0.07360047101974487, 0.036540985107421875]",0,"your, if, can"
2000-05-26 06:10:00,address:    <URL>id:   pallenpassword:  westgasx,"[0.3193536400794983, 0.17627915740013123, 0.20955751836299896, 0.14972350001335144, 0.14508621394634247]",0,":, address, west"
2000-05-26 00:08:00,"<PERSON>, I am going to be in Seguin <DATE_TIME>.  We can talk about a unit for <PERSON> then.  I will call the bank again <DATE_TIME> to resolve authorization on the account.  Lets keep the office open until <DATE_TIME> on Memorial day.<PERSON>","[0.40589284896850586, 0.22483627498149872, 0.1972203403711319, 0.10277887433767319, 0.06927166879177094]",0,"until, let, ,"
2000-05-24 09:00:00,"<PERSON>, Did you get set up on the checking account?  Try and email me every day with a note about what happened <DATE_TIME>. Just info about new vacancies or tenants and which apartments you and wade worked on <DATE_TIME>.  <PERSON>","[0.26164543628692627, 0.18629030883312225, 0.20935894548892975, 0.19309371709823608, 0.14961165189743042]",0,"just, ., ,"
2000-05-23 07:32:00,"This note is authorization to make the following changes:1.  Set up a new book for <PERSON>2.  Route these products to NW Basis: NWPL RkyMtn <PERSON> PG&E Citygate3. Route EPNG Permian to <PERSON> book FT-New TexasCall with questions. <US_DRIVER_LICENSE>Thank you,<PERSON>","[0.4312966763973236, 0.15672971308231354, 0.16065560281276703, 0.1257440745830536, 0.12557393312454224]",0,"changes, this, following"
2000-05-22 04:44:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 11:43 AM ---------------------------""<URL>"" <<EMAIL_ADDRESS>> on <DATE_TIME> 02:55:43 PMTo: <EMAIL_ADDRESS>cc:  Subject: Gas Transportation Market Intelligence																																		[IMAGE]																																			Natural Gas Transporation Contract Information and Pipeline Notices											Delivered to Your Desktop																					<URL> 						[IMAGE]															[IMAGE]										[IMAGE]														[IMAGE]									[IMAGE]															[IMAGE]												[IMAGE]												[IMAGE]									[IMAGE]															[IMAGE]				Register Now and Sign Up For A Free Trial										Through The End Of May Bid Week										 																				Capacity Shopper: Learn about capacity release that is posted to bid. Pick up some transport at a good price or explore what releases are out <URL> can affect gas prices!										Daily Activity Reports: Check out the deals that were done! What did your competitors pick up, and how do their deals match up against yours? This offers you better market intelligence!										System Notices: Have System Notices delivered to your desk. Don't be the last one to learn about an OFO because you were busy doing something else!																				[IMAGE]																				Capacity Shopper And Daily Activity Reports										Have Improved Formats																				You choose the pipelines you want and we'll keep you posted via email on all the details! 										Check out this example of a Daily Activity Report.																				Coming Soon:										A Statistical Snapshot on Capacity Release																														Don't miss this member-only opportunity to see a quick snapshot of the activity on all 48 <IN_PAN> gas pipelines.																							This message has been sent to a select group of Industry Professionals, if you do not wish to receive future notices, please Reply to this e-mail with ""Remove"" in the subject line.									Copyright <DATE_TIME> - <URL>, Inc. - ALL RIGHTS RESERVED				","[0.33357179164886475, 0.1960650384426117, 0.13241493701934814, 0.17578643560409546, 0.16216182708740234]",0,"through, copyright, on"
2000-12-13 05:26:00,"Any merit to <IN_PAN> that there has been an initial ""supply"" response in terms of pipeline infrastructure - open seasons/expansion efforts on behalf of <LOCATION>, Transwestern and PGT (not yet announced)? From: <PERSON> on <DATE_TIME> <DATE_TIME> by: <PERSON>To: <PERSON>: Christi L Nicolay/HOU/ECT@ECT, <PERSON>, <PERSON>, <PERSON>/ECT@ECT, <EMAIL_ADDRESS>, <EMAIL_ADDRESS>, <PERSON>, <PERSON>, <PERSON>, <PERSON>, <PERSON>/Enron@ENRON Subject: Re: Enron Response to San Diego Request for Gas Price Caps  Recognizing the time constraints you face, I've tried to 1) clear up a few inaccuracies and 2) massage some of the sharper language without taking a chainsaw to the otherwise good job.  ","[0.22708460688591003, 0.2595427334308624, 0.24804581701755524, 0.18245704472064972, 0.08286979794502258]",1,"any, ?, that"
2000-05-19 03:53:00,"<PERSON>, I would consider owner financing depending on:  Established developer/individual/general credit risk  What are they going to do with the land  Rate/Term/Downpayment 25%  Let me know.<PERSON> ","[0.20684786140918732, 0.3020901679992676, 0.33227968215942383, 0.1192534789443016, 0.039528846740722656]",2,"would, depending, risk"
2000-05-19 03:46:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 10:46 AM ---------------------------   			From:  <PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECT, <PERSON>/ECT@ect, <PERSON>HOU/ECT@ECTcc:  Subject: Large Deal Alert---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 08:23 PM ---------------------------Bruce Sukaly@ENRON<DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>, <PERSON>Shankman/HOU/ECT@ECTcc:  Subject: Large Deal AlertTo make a long story short.<PERSON> is long 4000MW of tolling in SP15 (<PERSON> )  for <DATE_TIME> (I know I did the deal)on <DATE_TIME>, <PERSON> sold 1000 MW to Merrill Lynch for the remaining life (now <DATE_TIME>)Merrill is short fixed price gas at So <PERSON> border  up to 250,000MMBtu a day and long SP15 power (1000 MW) a day.heat rate 10,500  <PERSON> plus $0.50.I'm not sure if MRL has just brokered this deal or is warehousing it.For what its worth........","[0.2756733298301697, 0.20042143762111664, 0.12752783298492432, 0.18693490326404572, 0.20944243669509888]",0,"##to, for, ."
2000-05-11 01:16:00,"Dawn,I received your email with p&l's.  Please continue to send them daily.Thank you,<PERSON>","[0.3449968993663788, 0.08699128776788712, 0.12363111227750778, 0.13912807404994965, 0.30525270104408264]",0,"continue, please, dawn"
2000-05-01 03:56:00,"No one will be home on <DATE_TIME> to meet DSL <IN_PAN>.  Need to <IN_PAN> to <DATE_TIME>.  Also, my PC at home has Windows 95.  Is this a problem? Call with questions. <US_DRIVER_LICENSE>.Thank you,<PERSON>","[0.48377084732055664, 0.2370421439409256, 0.14080771803855896, 0.07290604710578918, 0.06547321379184723]",0,"no, problem, thank"
2000-04-28 02:05:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 09:02 AM ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc: <PERSON>, <PERSON> Subject: Re: SW Gas  <PERSON> and I met with SW Gas <DATE_TIME>.  They were polite regarding asset management and procurement function outsourcing and are willing to listen to a proposal.  However, they are very interested in weather hedges to protect throughput related earnings.  We are pursuing a confidentiality agreement with them to facilitate the sharing of information that will enable us to develop proposals.  Our pitch was based upon enhancing shareholder value by outsourcing a non-profit and costly function (procurement) and by reducing the volatility of their earnings by managing throughput via a weather product.As to your other question.  We have yet to identify or pursue other candidates; however, <PERSON> and I are developing a coverage strategy to ensure that we meet with all potential entities and investigate our opportunities.  We met with 8 entities <DATE_TIME> (7 Municipals and SWG) as we implement our strategy in <LOCATION>.Are there any entities that you think would be interested in an asset management deal that we should approach?  Otherwise, we intend to systematically identify and work through all the candidates. <PERSON>","[0.08505474776029587, 0.1386677771806717, 0.16027598083019257, 0.37003231048583984, 0.24596922099590302]",3,"forward, however, are"
2000-04-27 06:55:00,"<PERSON>, Did you meet with SWG on <DATE_TIME>.  Are there any other asset <IN_PAN> targets in the west?---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> <DATE_TIME> ---------------------------<PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc:  Subject: SW Gas---------------------- Forwarded by <PERSON>/HOU/ECT on <DATE_TIME> <DATE_TIME> ---------------------------<PERSON> 08:17 AMTo: <PERSON>/HOU/ECT@ECTcc:  Subject: SW Gas<PERSON>,Thanks for the fax on SW Gas.We are meeting with <PERSON>, <PERSON> on <DATE_TIME> to discuss asset management.  In preparation for that meeting we would like to gain an understanding of the nature of our business relationship with <LOCATION>.  Could you, in general terms, describe our sales activities with SW.  What are typical quantities and term on sales?  Are there any services we provide?  How much pipeline capacity do we buy or sell to them?  Who are your main contacts at SW Gas?We will propose to provide a full requirements supply to <NRP> involving our control of their assets.  For this to be attractive to <LOCATION>, we will probably have to take on their regulatory risk on gas purchase disallowance with the commissions.  This will be difficult as there is no clear mandate from their commissions as to what an acceptable portfolio (fixed, indexed, collars....) should look like.  <LOCATION> them a guaranteed discount to <DATE_TIME> index may not be attractive unless we accept their regulatory risk.  That risk may not be acceptable to the desk.  I will do some investigation of their PGA's and see if there is an opportunity.As to the asset management:  do you have any preference on structure?  Are there elements that you would like to see?  Any ideas at all would be greatly appreciated.Thanks,<PERSON>","[0.16044005751609802, 0.1939661204814911, 0.18626464903354645, 0.288032203912735, 0.17129699885845184]",3,"08, did, 17"
2000-04-27 06:40:00,"Kay & Neal,Thanks for remembering my birthday.  You beat my parents by <DATE_TIME>.  The family is doing fine.  <PERSON> is really smiling.  She is a very happy baby as long as she is being held.It sounds like your house is coming along fast.  I think my folks are ready to start building.  We will probably visit in <DATE_TIME>.  <DATE_TIME> is busy.  We are taking the kids to Disney for their birthdays.Good luck on the house.<PERSON>","[0.011088373139500618, 0.023874955251812935, 0.11178860068321228, 0.4473281502723694, 0.4059198796749115]",3,"kay, luck, thanks"
2000-04-26 01:42:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------<PERSON> 11:43 AMTo: <PERSON>/ECT@ECT, <PERSON>/ECT@ECTcc: <PERSON>/ECT@ECT Subject: Western Strategy Session Materials<DATE_TIME>'s charts are attached: ","[0.1399206519126892, 0.15786504745483398, 0.2094704508781433, 0.2993088960647583, 0.193434938788414]",3,"attached, on, forward"
2000-04-26 01:38:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------<PERSON> 11:43 AMTo: <PERSON>/ECT@ECT, <PERSON>/ECT@ECTcc: <PERSON>/ECT@ECT Subject: Western Strategy Session Materials<DATE_TIME>'s charts are attached: ","[0.1399206519126892, 0.15786504745483398, 0.2094704508781433, 0.2993088960647583, 0.193434938788414]",3,"attached, on, forward"
2000-04-25 05:22:00,<DATE_TIME>,"[0.1585782915353775, 0.15151768922805786, 0.252708375453949, 0.24747729301452637, 0.18971823155879974]",2,"date, <, time"
2000-12-13 03:28:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------From: <PERSON> Novosel@ENRON on <DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>, <PERSON>NA/Enron@ENRON, <PERSON>NA/Enron@Enron, <PERSON>, <PERSON>, <PERSON>Sanders/HOU/ECT@ECT, <PERSON>, <PERSON>, <PERSON>/ECT@ECT, <EMAIL_ADDRESS>, <EMAIL_ADDRESS>cc:  Subject: Enron Response to San Diego Request for Gas Price CapsPlease review the attached draft Enron comments in response to the <LOCATION> request for natural gas price caps.  The comments reflect <PERSON> comments (which are reflected in red line).  Please respond to me as soon as possible with your comments, and please pass it on to anyone else who needs to see it.Thanks<PERSON>","[0.13946108520030975, 0.10425811260938644, 0.1324145793914795, 0.2864384651184082, 0.3374277651309967]",4,"reflect, cc, from"
2000-04-24 00:00:00,"<PERSON>,I spoke to <PERSON> about the foundation work on #2 & #3.  He agreed that it would be better to just clean up #3 and do whatever he and <PERSON> can do to #2.  Then they can just focus on #19.  I worked on the books <DATE_TIME> but I need more time to finish.  I will call you in <DATE_TIME>.<PERSON>","[0.11733600497245789, 0.27879467606544495, 0.35660520195961, 0.1803748607635498, 0.06688933819532394]",2,"but, agreed, will"
2000-04-13 04:41:00,Here is my DSL form.,"[0.05305156484246254, 0.04886667802929878, 0.13267163932323456, 0.27136433124542236, 0.4940457344055176]",4,"here, is, my"
2000-04-13 04:04:00,Thanks for your help. My assistant is <PERSON>.,"[0.01699923165142536, 0.01411380060017109, 0.06975626200437546, 0.3124266564846039, 0.5867040157318115]",4,"thanks, is, for"
2000-04-10 07:09:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 02:09 PM ---------------------------   			From:  <PERSON> Gomez                           <DATE_TIME> 07:11 AM	To: <PERSON>, <PERSON>/ECT@ECTcc:  Subject: Alliance netback worksheetHello Men-I have attached my worksheet in case you want to review the data while I am on holiday.Thanks,<PERSON>","[0.2446237951517105, 0.1553165763616562, 0.1505485475063324, 0.21543531119823456, 0.23407575488090515]",0,"on, thanks, forward"
2000-04-06 05:18:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 12:18 PM ---------------------------   			From:  <PERSON> Gomez                           <DATE_TIME> 07:11 AM	To: <PERSON>, <PERSON>/ECT@ECTcc:  Subject: Alliance netback worksheetHello Men-I have attached my worksheet in case you want to review the data while I am on holiday.Thanks,<PERSON>","[0.2307273894548416, 0.1515476405620575, 0.1440548449754715, 0.22527635097503662, 0.2483937293291092]",4,"on, thanks, forward"
2000-04-05 10:13:00,"<PERSON>,Here are our addresses for DSL lines:<PERSON><DATE_TIME> <LOCATION><LOCATION>, TX 77024<PHONE_NUMBER><PERSON> Merlin Ct<LOCATION>, TX 77055<UK_NHS><PERSON>6201 Meadow Lake<LOCATION>, TX 77057<PHONE_NUMBER>Thanks<PERSON>","[0.1977049857378006, 0.14680330455303192, 0.21341802179813385, 0.22147198021411896, 0.22060176730155945]",3,"thanks, our, for"
2000-03-30 01:58:00,Are we going to inspect <DATE_TIME>?,"[0.28032565116882324, 0.25150883197784424, 0.28907284140586853, 0.12000346928834915, 0.059089161455631256]",2,"are, ?, we"
2000-03-28 08:22:00,"mac,We will be there on the 9th and I will bring the paperwork.phillip","[0.0814678817987442, 0.09075536578893661, 0.21026261150836945, 0.3036639988422394, 0.31385019421577454]",4,"phillip, mac, and"
2000-03-28 06:33:00,"Mac,I checked into executing my options with Smith Barney.  Bad news.  Enron has an agreement with <PERSON> that is exclusive.  Employees don't have the choice of where to exercise.  I still would like to get to the premier service account, but I will have to transfer the money.  Hopefully this will reach you.<PERSON>","[0.5545428991317749, 0.27315500378608704, 0.1301771104335785, 0.0287411417812109, 0.0133838951587677]",0,"bad, mac, reach"
2000-03-28 06:12:00,"<PERSON>,Could we set up an inspection for <DATE_TIME> at <DATE_TIME>?Listing for Burnet is in the mail<PERSON>","[0.3004271984100342, 0.21807439625263214, 0.25973644852638245, 0.14945894479751587, 0.07230311632156372]",0,"is, could, ,"
2000-12-13 02:33:00,"New Associate Orientation  As new participants within the Associate Program, I would like to invite you to the New Associate Orientation beginning <DATE_TIME> and ending on <DATE_TIME>.  As a result of <DATE_TIME> orientation you will come away with better understanding of Enron and it's <IN_PAN>; as well as, enhancing your <IN_PAN> & technical skills.  Within orientation you will participate in courses such as <LOCATION> to Gas & Power, <LOCATION>, Derivatives I, Derivatives II,  and Value at Risk.  Please confirm your availability to participate in <DATE_TIME> orientation via email to <PERSON> by <DATE_TIME>.Thank you,<PERSON>","[0.027541834861040115, 0.05407694727182388, 0.14650823175907135, 0.40894800424575806, 0.3629249930381775]",3,"new, as, please"
2000-03-27 23:52:00,"tara,Please grant access to manage financial products to the following: <PERSON> <PERSON><PERSON> <PERSON> <PERSON> are making markets on <DATE_TIME> gas <DATE_TIME> swaps.  Thank you.<PERSON>","[0.34192824363708496, 0.1607000231742859, 0.18367169797420502, 0.15207022428512573, 0.16162973642349243]",0,"thank, please, tara"
2000-03-27 03:20:00,"<PERSON>,Go ahead and work with <PERSON> to get a new fridge for #8.  I am going to try and come down this <DATE_TIME>.Talk to you later.<PERSON>","[0.21623015403747559, 0.20455914735794067, 0.2386157363653183, 0.1962997317314148, 0.14429523050785065]",2,"ahead, down, ,"
2000-03-24 01:00:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 08:57 AM ---------------------------<PERSON> 08:09 AMTo: <PERSON>, <PERSON>/ECT@ECTcc:  Subject: Western Strategy Briefing MaterialsSlides from this <DATE_TIME>'s strategy session are attached: ","[0.1989605873823166, 0.16976547241210938, 0.17869488894939423, 0.25144103169441223, 0.20113800466060638]",3,"am, on, forward"
2000-03-23 01:32:00,"<PERSON>, Thank you for the offer, but I am not doing the ride <DATE_TIME>.   Good luck.<PERSON>","[0.31653809547424316, 0.2862062156200409, 0.30418869853019714, 0.07396910339593887, 0.019097814336419106]",0,"luck, not, good"
2000-03-22 05:48:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> ---------------------------   			From:  <PERSON><DATE_TIME> <DATE_TIME>To: <PERSON>, <PERSON>/ECT@ECT, <PERSON>, <PERSON> Martin/HOU/ECT@ECTcc: Bhavna Pandya/HOU/ECT@ECT Subject: Meeting-THURSDAY, <DATE_TIME> plan on attending a meeting on <DATE_TIME> at <DATE_TIME> in Room 3127.  This meeting will be brief.  I would like to take the time to introduce <PERSON>, and get some input from you on various projects she will be assisting us with.  Thank you.","[0.029026998206973076, 0.04601368308067322, 0.09586803615093231, 0.3816475570201874, 0.44744372367858887]",4,"thank, will, ."
2000-03-22 01:27:00,"Stephane, Can you create an e-mail list to distribute your reports everyday to the west desk?Or put them on a common drive?  We can do the same with our reports.   List should include: <PERSON> <PERSON> <PERSON> <PERSON> <PERSON> <PERSON> <PERSON> <PERSON> <PERSON>.<PERSON>","[0.1728907823562622, 0.1692293882369995, 0.2602079212665558, 0.24140360951423645, 0.15626835823059082]",2,"should, stephane, ,"
2000-03-22 00:36:00,http://ectpdx-sunone/~ctatham/navsetup/<URL>mid   pallenpw  westgasxhighly sensitive do not distribute,"[0.6708003282546997, 0.23351134359836578, 0.07787616550922394, 0.01234670914709568, 0.005465589463710785]",0,"not, do, http"
2000-03-21 05:26:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 01:24 PM ---------------------------Stephane Brodeur<DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc:  Subject: MapsAs requested by <PERSON>, here's the map and the forecast...Call me if you have any questions <PHONE_NUMBER>.","[0.22267882525920868, 0.177013099193573, 0.16177786886692047, 0.22815708816051483, 0.21037305891513824]",3,"forward, on, stephane"
2000-03-20 00:58:00,<PERSON> was out of the office on <DATE_TIME>.I will call you about wade <DATE_TIME><PERSON>,"[0.31174367666244507, 0.20034322142601013, 0.23297706246376038, 0.14259251952171326, 0.11234349012374878]",0,"on, was, wade"
2000-03-16 06:09:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 02:07 PM ---------------------------Stephane Brodeur<DATE_TIME> <DATE_TIME>To: <PERSON>/ECT@ECTcc:  Subject: MapsAs requested by <PERSON>, here's the map and the forecast...Call me if you have any questions <PHONE_NUMBER>.","[0.2313961684703827, 0.18000566959381104, 0.1643141508102417, 0.22216007113456726, 0.20212401449680328]",0,"forward, on, stephane"
2000-12-13 02:28:00,"Everyone:  I forgot to mention, these are due <DATE_TIME>.  Comments back as soon as possible are appreciated.<PERSON>	<PERSON>	<DATE_TIME> <DATE_TIME>		 		 To: <PERSON>, <PERSON>, <PERSON>, <PERSON>/NA/Enron, <PERSON>/NA/Enron, <PERSON>, <PERSON>/ECT, <PERSON>, <PERSON> Nicolay/HOU/ECT, <PERSON>/ECT, <EMAIL_ADDRESS>, <EMAIL_ADDRESS>		 cc: 		 Subject: Enron Response to San Diego Request for Gas Price CapsPlease review the attached draft Enron comments in response to the <LOCATION> request for natural gas price caps.  The comments reflect <PERSON> comments (which are reflected in red line).  Please respond to me as soon as possible with your comments, and please pass it on to anyone else who needs to see it.Thanks<PERSON>","[0.1477627456188202, 0.14474493265151978, 0.19962351024150848, 0.28365176916122437, 0.224217027425766]",3,"everyone, are, reflect"
2000-03-15 04:44:00,"socal positionThis is short, but is it good enough?","[0.029486961662769318, 0.1349012702703476, 0.5364733338356018, 0.2532709836959839, 0.04586745798587799]",2,"?, is, enough"
2000-03-15 02:00:00,"<PERSON>,I have been receiving your updates.  Either I forgot my password or do not have one.  Can you check?<PERSON><PHONE_NUMBER>","[0.4805850386619568, 0.21349985897541046, 0.16726697981357574, 0.07721498608589172, 0.061433084309101105]",0,"been, your, receiving"
2000-03-14 17:07:00,Hi AllWe are looking for a wheat farmer near <LOCATION> who we can purchaseapproximately 300 bales from. Please e-mail me at the <IN_PAN> addressor call at <PHONE_NUMBER> during business hours (Central Standard Time)if you can help.ThanksBen Obregon A.I.A.,"[0.21052733063697815, 0.14251795411109924, 0.18459172546863556, 0.21486034989356995, 0.24750261008739471]",4,"if, hi, please"
2000-03-14 04:19:00,"---------------------- Forwarded by <PERSON>/ECT on <DATE_TIME> 12:17 PM ---------------------------   			From:  <PERSON><DATE_TIME> 01:43 PM	To: <PERSON>/ECT@ECT, <PERSON>/ECT@ECTcc:  <PERSON>: We have room <US_DRIVER_LICENSE> from <DATE_TIME> on <DATE_TIME>.WK","[0.28501734137535095, 0.18156662583351135, 0.15405428409576416, 0.18608514964580536, 0.1932765692472458]",0,"on, forward, wk"
2000-03-14 03:42:00,re: window unit check with gary about what kind he wants to install,"[0.07660260796546936, 0.09568949043750763, 0.24299949407577515, 0.315542995929718, 0.26916542649269104]",3,"re, about, with"
